Date,Employee ID,Employee Level,In (Login time),Out (Logout time),Total Hours
04-01-2021,D202031,Junior Level,09:52:00,18:34:00,8.7
05-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-01-2021,D202031,Junior Level,10:08:00,17:25:00,7.28
07-01-2021,D202031,Junior Level,08:02:00,17:59:00,9.95
08-01-2021,D202031,Junior Level,10:35:00,17:29:00,6.9
09-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-01-2021,D202031,Junior Level,09:35:00,20:51:00,11.27
12-01-2021,D202031,Junior Level,09:25:00,20:23:00,10.97
13-01-2021,D202031,Junior Level,08:38:00,18:57:00,10.32
14-01-2021,D202031,Junior Level,09:19:00,19:52:00,10.55
15-01-2021,D202031,Junior Level,08:21:00,17:45:00,9.4
16-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-01-2021,D202031,Junior Level,10:52:00,20:33:00,9.68
19-01-2021,D202031,Junior Level,09:29:00,18:11:00,8.7
20-01-2021,D202031,Junior Level,11:42:00,17:24:00,5.7
21-01-2021,D202031,Junior Level,11:43:00,17:38:00,5.92
22-01-2021,D202031,Junior Level,10:22:00,19:14:00,8.87
23-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-01-2021,D202031,Junior Level,09:20:00,20:32:00,11.2
26-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-01-2021,D202031,Junior Level,11:29:00,20:24:00,8.92
28-01-2021,D202031,Junior Level,11:02:00,17:35:00,6.55
29-01-2021,D202031,Junior Level,11:50:00,18:55:00,7.08
30-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-01-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-02-2021,D202031,Junior Level,08:47:00,19:37:00,10.83
03-02-2021,D202031,Junior Level,08:36:00,20:44:00,12.13
04-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-02-2021,D202031,Junior Level,08:42:00,17:33:00,8.85
09-02-2021,D202031,Junior Level,10:17:00,20:19:00,10.03
10-02-2021,D202031,Junior Level,10:16:00,20:41:00,10.42
11-02-2021,D202031,Junior Level,11:22:00,20:03:00,8.68
12-02-2021,D202031,Junior Level,11:33:00,19:15:00,7.7
13-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-02-2021,D202031,Junior Level,08:54:00,17:25:00,8.52
16-02-2021,D202031,Junior Level,10:32:00,18:30:00,7.97
17-02-2021,D202031,Junior Level,10:41:00,18:30:00,7.82
18-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-02-2021,D202031,Junior Level,11:53:00,19:42:00,7.82
20-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-02-2021,D202031,Junior Level,08:18:00,18:00:00,9.7
23-02-2021,D202031,Junior Level,09:46:00,19:51:00,10.08
24-02-2021,D202031,Junior Level,10:23:00,19:01:00,8.63
25-02-2021,D202031,Junior Level,10:33:00,19:45:00,9.2
26-02-2021,D202031,Junior Level,11:06:00,19:09:00,8.05
27-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-02-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-03-2021,D202031,Junior Level,08:42:00,17:26:00,8.73
03-03-2021,D202031,Junior Level,09:43:00,17:42:00,7.98
04-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-03-2021,D202031,Junior Level,08:38:00,17:57:00,9.32
06-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-03-2021,D202031,Junior Level,08:20:00,19:52:00,11.53
09-03-2021,D202031,Junior Level,11:41:00,20:57:00,9.27
10-03-2021,D202031,Junior Level,08:16:00,19:54:00,11.63
11-03-2021,D202031,Junior Level,10:18:00,19:20:00,9.03
12-03-2021,D202031,Junior Level,08:58:00,17:25:00,8.45
13-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-03-2021,D202031,Junior Level,08:18:00,20:53:00,12.58
16-03-2021,D202031,Junior Level,11:55:00,17:38:00,5.72
17-03-2021,D202031,Junior Level,09:04:00,19:36:00,10.53
18-03-2021,D202031,Junior Level,09:54:00,18:33:00,8.65
19-03-2021,D202031,Junior Level,11:50:00,20:12:00,8.37
20-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-03-2021,D202031,Junior Level,10:56:00,17:11:00,6.25
23-03-2021,D202031,Junior Level,11:28:00,19:11:00,7.72
24-03-2021,D202031,Junior Level,09:59:00,17:47:00,7.8
25-03-2021,D202031,Junior Level,08:57:00,18:46:00,9.82
26-03-2021,D202031,Junior Level,09:14:00,19:27:00,10.22
27-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-03-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-03-2021,D202031,Junior Level,11:00:00,17:17:00,6.28
30-03-2021,D202031,Junior Level,09:43:00,18:23:00,8.67
31-03-2021,D202031,Junior Level,08:41:00,20:58:00,12.28
01-04-2021,D202031,Junior Level,09:22:00,19:11:00,9.82
02-04-2021,D202031,Junior Level,10:50:00,18:30:00,7.67
03-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-04-2021,D202031,Junior Level,11:20:00,18:59:00,7.65
06-04-2021,D202031,Junior Level,11:09:00,17:44:00,6.58
07-04-2021,D202031,Junior Level,10:03:00,19:06:00,9.05
08-04-2021,D202031,Junior Level,11:46:00,17:48:00,6.03
09-04-2021,D202031,Junior Level,09:49:00,18:14:00,8.42
10-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-04-2021,D202031,Junior Level,08:56:00,17:22:00,8.43
13-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-04-2021,D202031,Junior Level,08:49:00,18:14:00,9.42
15-04-2021,D202031,Junior Level,10:08:00,18:04:00,7.93
16-04-2021,D202031,Junior Level,09:36:00,20:25:00,10.82
17-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-04-2021,D202031,Junior Level,09:23:00,19:00:00,9.62
20-04-2021,D202031,Junior Level,11:58:00,19:05:00,7.12
21-04-2021,D202031,Junior Level,10:24:00,19:32:00,9.13
22-04-2021,D202031,Junior Level,08:12:00,18:57:00,10.75
23-04-2021,D202031,Junior Level,09:04:00,19:59:00,10.92
24-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-04-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-04-2021,D202031,Junior Level,11:43:00,20:17:00,8.57
27-04-2021,D202031,Junior Level,10:40:00,19:48:00,9.13
28-04-2021,D202031,Junior Level,09:12:00,19:42:00,10.5
29-04-2021,D202031,Junior Level,08:51:00,18:47:00,9.93
30-04-2021,D202031,Junior Level,08:39:00,19:19:00,10.67
01-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-05-2021,D202031,Junior Level,08:28:00,19:58:00,11.5
04-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-05-2021,D202031,Junior Level,11:44:00,20:42:00,8.97
06-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-05-2021,D202031,Junior Level,08:22:00,20:22:00,12
08-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-05-2021,D202031,Junior Level,09:56:00,20:43:00,10.78
11-05-2021,D202031,Junior Level,08:21:00,20:44:00,12.38
12-05-2021,D202031,Junior Level,08:46:00,18:53:00,10.12
13-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-05-2021,D202031,Junior Level,08:51:00,17:08:00,8.28
18-05-2021,D202031,Junior Level,08:18:00,20:10:00,11.87
19-05-2021,D202031,Junior Level,09:29:00,20:29:00,11
20-05-2021,D202031,Junior Level,10:31:00,18:35:00,8.07
21-05-2021,D202031,Junior Level,11:27:00,18:36:00,7.15
22-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-05-2021,D202031,Junior Level,09:21:00,20:14:00,10.88
25-05-2021,D202031,Junior Level,09:06:00,19:46:00,10.67
26-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-05-2021,D202031,Junior Level,11:26:00,18:26:00,7
28-05-2021,D202031,Junior Level,11:30:00,19:05:00,7.58
29-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-05-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-05-2021,D202031,Junior Level,10:14:00,17:00:00,6.77
01-06-2021,D202031,Junior Level,10:48:00,20:18:00,9.5
02-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-06-2021,D202031,Junior Level,10:13:00,19:18:00,9.08
05-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-06-2021,D202031,Junior Level,09:49:00,20:21:00,10.53
08-06-2021,D202031,Junior Level,09:21:00,20:01:00,10.67
09-06-2021,D202031,Junior Level,08:43:00,17:24:00,8.68
10-06-2021,D202031,Junior Level,09:12:00,19:41:00,10.48
11-06-2021,D202031,Junior Level,08:53:00,17:20:00,8.45
12-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-06-2021,D202031,Junior Level,11:32:00,17:00:00,5.47
15-06-2021,D202031,Junior Level,09:17:00,19:39:00,10.37
16-06-2021,D202031,Junior Level,09:18:00,19:06:00,9.8
17-06-2021,D202031,Junior Level,11:30:00,17:05:00,5.58
18-06-2021,D202031,Junior Level,09:02:00,19:17:00,10.25
19-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-06-2021,D202031,Junior Level,08:04:00,19:19:00,11.25
22-06-2021,D202031,Junior Level,09:26:00,20:12:00,10.77
23-06-2021,D202031,Junior Level,09:49:00,18:18:00,8.48
24-06-2021,D202031,Junior Level,11:02:00,19:39:00,8.62
25-06-2021,D202031,Junior Level,08:31:00,19:24:00,10.88
26-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-06-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-06-2021,D202031,Junior Level,08:16:00,19:28:00,11.2
29-06-2021,D202031,Junior Level,08:59:00,20:49:00,11.83
30-06-2021,D202031,Junior Level,09:10:00,19:52:00,10.7
01-07-2021,D202031,Junior Level,10:08:00,18:04:00,7.93
02-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-07-2021,D202031,Junior Level,10:39:00,19:46:00,9.12
06-07-2021,D202031,Junior Level,08:42:00,18:23:00,9.68
07-07-2021,D202031,Junior Level,09:29:00,20:14:00,10.75
08-07-2021,D202031,Junior Level,09:23:00,20:37:00,11.23
09-07-2021,D202031,Junior Level,10:44:00,18:30:00,7.77
10-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-07-2021,D202031,Junior Level,11:40:00,19:31:00,7.85
13-07-2021,D202031,Junior Level,11:58:00,20:49:00,8.85
14-07-2021,D202031,Junior Level,08:06:00,20:46:00,12.67
15-07-2021,D202031,Junior Level,10:47:00,17:46:00,6.98
16-07-2021,D202031,Junior Level,09:51:00,20:37:00,10.77
17-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-07-2021,D202031,Junior Level,08:22:00,20:38:00,12.27
20-07-2021,D202031,Junior Level,10:26:00,19:15:00,8.82
21-07-2021,D202031,Junior Level,10:39:00,20:31:00,9.87
22-07-2021,D202031,Junior Level,10:34:00,17:07:00,6.55
23-07-2021,D202031,Junior Level,11:17:00,19:41:00,8.4
24-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-07-2021,D202031,Junior Level,10:19:00,18:14:00,7.92
27-07-2021,D202031,Junior Level,08:59:00,19:43:00,10.73
28-07-2021,D202031,Junior Level,09:31:00,18:56:00,9.42
29-07-2021,D202031,Junior Level,11:02:00,20:11:00,9.15
30-07-2021,D202031,Junior Level,11:14:00,19:33:00,8.32
31-07-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-08-2021,D202031,Junior Level,10:04:00,17:24:00,7.33
03-08-2021,D202031,Junior Level,11:13:00,18:23:00,7.17
04-08-2021,D202031,Junior Level,09:07:00,19:46:00,10.65
05-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-08-2021,D202031,Junior Level,08:04:00,17:28:00,9.4
10-08-2021,D202031,Junior Level,10:33:00,19:41:00,9.13
11-08-2021,D202031,Junior Level,11:52:00,18:16:00,6.4
12-08-2021,D202031,Junior Level,09:11:00,19:20:00,10.15
13-08-2021,D202031,Junior Level,08:26:00,17:57:00,9.52
14-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-08-2021,D202031,Junior Level,11:29:00,18:55:00,7.43
17-08-2021,D202031,Junior Level,10:10:00,20:19:00,10.15
18-08-2021,D202031,Junior Level,09:07:00,18:29:00,9.37
19-08-2021,D202031,Junior Level,09:39:00,18:04:00,8.42
20-08-2021,D202031,Junior Level,11:10:00,19:15:00,8.08
21-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-08-2021,D202031,Junior Level,11:07:00,17:54:00,6.78
24-08-2021,D202031,Junior Level,09:34:00,18:34:00,9
25-08-2021,D202031,Junior Level,10:26:00,17:18:00,6.87
26-08-2021,D202031,Junior Level,11:57:00,20:14:00,8.28
27-08-2021,D202031,Junior Level,09:44:00,19:10:00,9.43
28-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-08-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-08-2021,D202031,Junior Level,10:02:00,19:25:00,9.38
31-08-2021,D202031,Junior Level,10:52:00,18:02:00,7.17
01-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-09-2021,D202031,Junior Level,08:08:00,17:18:00,9.17
03-09-2021,D202031,Junior Level,09:30:00,20:59:00,11.48
04-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-09-2021,D202031,Junior Level,09:57:00,17:58:00,8.02
07-09-2021,D202031,Junior Level,08:42:00,20:01:00,11.32
08-09-2021,D202031,Junior Level,10:16:00,19:14:00,8.97
09-09-2021,D202031,Junior Level,11:52:00,20:30:00,8.63
10-09-2021,D202031,Junior Level,08:19:00,18:29:00,10.17
11-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-09-2021,D202031,Junior Level,09:58:00,20:27:00,10.48
14-09-2021,D202031,Junior Level,08:02:00,17:51:00,9.82
15-09-2021,D202031,Junior Level,11:13:00,18:20:00,7.12
16-09-2021,D202031,Junior Level,11:42:00,19:55:00,8.22
17-09-2021,D202031,Junior Level,10:45:00,18:04:00,7.32
18-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-09-2021,D202031,Junior Level,09:09:00,18:47:00,9.63
21-09-2021,D202031,Junior Level,08:23:00,19:25:00,11.03
22-09-2021,D202031,Junior Level,09:16:00,17:44:00,8.47
23-09-2021,D202031,Junior Level,10:07:00,20:38:00,10.52
24-09-2021,D202031,Junior Level,10:49:00,18:13:00,7.4
25-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-09-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-09-2021,D202031,Junior Level,10:00:00,19:38:00,9.63
28-09-2021,D202031,Junior Level,10:19:00,17:43:00,7.4
29-09-2021,D202031,Junior Level,09:47:00,18:06:00,8.32
30-09-2021,D202031,Junior Level,11:20:00,20:31:00,9.18
01-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-10-2021,D202031,Junior Level,09:02:00,17:19:00,8.28
06-10-2021,D202031,Junior Level,11:02:00,17:08:00,6.1
07-10-2021,D202031,Junior Level,11:40:00,18:18:00,6.63
08-10-2021,D202031,Junior Level,11:54:00,20:23:00,8.48
09-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-10-2021,D202031,Junior Level,08:06:00,20:32:00,12.43
12-10-2021,D202031,Junior Level,10:55:00,17:35:00,6.67
13-10-2021,D202031,Junior Level,08:23:00,18:46:00,10.38
14-10-2021,D202031,Junior Level,10:50:00,20:57:00,10.12
15-10-2021,D202031,Junior Level,09:48:00,18:07:00,8.32
16-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-10-2021,D202031,Junior Level,09:12:00,18:04:00,8.87
19-10-2021,D202031,Junior Level,08:25:00,19:31:00,11.1
20-10-2021,D202031,Junior Level,10:19:00,18:11:00,7.87
21-10-2021,D202031,Junior Level,11:12:00,20:10:00,8.97
22-10-2021,D202031,Junior Level,08:29:00,20:49:00,12.33
23-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-10-2021,D202031,Junior Level,10:10:00,18:51:00,8.68
26-10-2021,D202031,Junior Level,11:25:00,20:16:00,8.85
27-10-2021,D202031,Junior Level,08:49:00,17:04:00,8.25
28-10-2021,D202031,Junior Level,11:57:00,17:19:00,5.37
29-10-2021,D202031,Junior Level,09:08:00,19:40:00,10.53
30-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-10-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-11-2021,D202031,Junior Level,08:35:00,20:09:00,11.57
02-11-2021,D202031,Junior Level,11:11:00,19:49:00,8.63
03-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-11-2021,D202031,Junior Level,10:28:00,18:00:00,7.53
06-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-11-2021,D202031,Junior Level,09:14:00,18:25:00,9.18
09-11-2021,D202031,Junior Level,09:15:00,19:41:00,10.43
10-11-2021,D202031,Junior Level,10:11:00,18:33:00,8.37
11-11-2021,D202031,Junior Level,08:22:00,19:18:00,10.93
12-11-2021,D202031,Junior Level,08:26:00,18:49:00,10.38
13-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-11-2021,D202031,Junior Level,11:12:00,17:38:00,6.43
16-11-2021,D202031,Junior Level,09:44:00,18:26:00,8.7
17-11-2021,D202031,Junior Level,11:51:00,19:27:00,7.6
18-11-2021,D202031,Junior Level,09:54:00,20:41:00,10.78
19-11-2021,D202031,Junior Level,09:06:00,20:15:00,11.15
20-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-11-2021,D202031,Junior Level,09:41:00,19:38:00,9.95
23-11-2021,D202031,Junior Level,10:21:00,17:19:00,6.97
24-11-2021,D202031,Junior Level,10:09:00,20:11:00,10.03
25-11-2021,D202031,Junior Level,08:11:00,19:13:00,11.03
26-11-2021,D202031,Junior Level,08:59:00,20:51:00,11.87
27-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-11-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-11-2021,D202031,Junior Level,11:21:00,17:30:00,6.15
30-11-2021,D202031,Junior Level,11:36:00,19:51:00,8.25
01-12-2021,D202031,Junior Level,09:45:00,17:10:00,7.42
02-12-2021,D202031,Junior Level,10:27:00,19:53:00,9.43
03-12-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-12-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-12-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-12-2021,D202031,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-01-2020,D202032,Junior Level,11:08:00,20:02:00,8.9
07-01-2020,D202032,Junior Level,09:24:00,19:07:00,9.72
08-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-01-2020,D202032,Junior Level,09:51:00,20:01:00,10.17
10-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-01-2020,D202032,Junior Level,08:57:00,18:14:00,9.28
14-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-01-2020,D202032,Junior Level,11:58:00,19:28:00,7.5
17-01-2020,D202032,Junior Level,08:35:00,20:26:00,11.85
18-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-01-2020,D202032,Junior Level,11:19:00,20:06:00,8.78
21-01-2020,D202032,Junior Level,09:04:00,18:17:00,9.22
22-01-2020,D202032,Junior Level,08:18:00,20:47:00,12.48
23-01-2020,D202032,Junior Level,10:35:00,18:01:00,7.43
24-01-2020,D202032,Junior Level,10:08:00,19:44:00,9.6
25-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-01-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-01-2020,D202032,Junior Level,10:14:00,18:54:00,8.67
29-01-2020,D202032,Junior Level,11:58:00,20:56:00,8.97
30-01-2020,D202032,Junior Level,11:01:00,20:18:00,9.28
31-01-2020,D202032,Junior Level,10:32:00,17:04:00,6.53
01-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-02-2020,D202032,Junior Level,08:18:00,18:36:00,10.3
04-02-2020,D202032,Junior Level,08:46:00,17:23:00,8.62
05-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-02-2020,D202032,Junior Level,11:21:00,20:46:00,9.42
07-02-2020,D202032,Junior Level,08:05:00,19:05:00,11
08-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-02-2020,D202032,Junior Level,11:51:00,19:04:00,7.22
12-02-2020,D202032,Junior Level,08:48:00,18:32:00,9.73
13-02-2020,D202032,Junior Level,08:17:00,19:40:00,11.38
14-02-2020,D202032,Junior Level,08:49:00,17:57:00,9.13
15-02-2020,D202032,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
